Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Included / AUD,Price / AUD,Compare At Price / AUD,Included / CAD,Price / CAD,Compare At Price / CAD,Included / GBP,Price / GBP,Compare At Price / GBP,Included / INR,Price / INR,Compare At Price / INR,Included / NLD,Price / NLD,Compare At Price / NLD,Status
vellanki-kharjura-roll,,,,,,,,,1 Kg,,,,,vellanki-kharjura-roll-2,1000,,0,deny,manual,31,32.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kajoor_Rolls-_7_-720x400_d9ad73dc-e903-4dd6-b12a-e539bf933f67.jpg?v=1664345416,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kajoor_Rolls-_7_-720x400_948f9d91-65fa-4568-88b0-403f278843c8.jpg?v=1672859244,g,,,,,,,,,,,27,27.5,,1238,,,30,30.5,
vellanki-kharjura-roll,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kajoor_Rolls-_7_-720x400_948f9d91-65fa-4568-88b0-403f278843c8.jpg?v=1672859244,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-kaju-burfi-sugar-free,Kaju Burfi Sugar Free,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                Cashews are one of the most sought after nuts to make exotic sweets, and rightly so! Kaju ki Burfi is a mild yet enticing sweet which is loved by millions in our country. In fact, the sweet is so perfect in its taste that it is the most commonly served sweets in weddings and other functions. 
The speciality of the kaju ki burfi is the simplicity of the ingredients and the contrasting richness in taste that is brought out. At Vellanki Foods, we put in the time and effort to choose the best ingredients and preparation methods to give you only the most delicious versions of the Kaju ki Burfi. Order a box of Kaju ki Burfi now and enjoy a box full of mouth-watering delight!
                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Cashews, Sugar Free Sugar, Ghee.</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",TRUE,Size,250gms,,,,,vellanki-kaju-burfi-sugar-free-0,250,,20,deny,manual,12,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Barfi-_1_-720x400_1c862ddd-12dc-4f98-86a4-871a67d54ec8.jpg?v=1663793937,1,,FALSE,Buy Vellanki Foods Kaju Burfi Sugar Free Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Barfi-_1_-720x400_162d2ae4-5c41-45f4-a151-075ee8ba1064.jpg?v=1663890703,g,,,TRUE,TRUE,,,TRUE,,,TRUE,10.5,,TRUE,432,,TRUE,12,,active
vellanki-kaju-burfi-sugar-free,,,,,,,,,500gms,,,,,vellanki-kaju-burfi-sugar-free-1,500,,19,deny,manual,20,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Brfi-720x400.jpg?v=1663793937,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Barfi-_1_-720x400_162d2ae4-5c41-45f4-a151-075ee8ba1064.jpg?v=1663890703,g,,,,,,,,,,,17,,,863,,,19,,
vellanki-kaju-burfi-sugar-free,,,,,,,,,1 Kg,,,,,vellanki-kaju-burfi-sugar-free-2,1000,,0,deny,manual,38.5,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Barfi-_1_-720x400_162d2ae4-5c41-45f4-a151-075ee8ba1064.jpg?v=1663890703,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Barfi-_1_-720x400_162d2ae4-5c41-45f4-a151-075ee8ba1064.jpg?v=1663890703,g,,,,,,,,,,,33,,,1725,,,36,,
vellanki-ghee-papidi,Ghee Papidi,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                Ghee papidi from Vellanki Foods is firm to the touch, but instantly melts in your mouth! Made with gram flour, maida, sugar and, of course, ghee, we have taken meticulous care to ensure that our ghee papidi is authentic, consistent and tastes exquisite with every bite 
The making of the ghee papidi is no small feat. It all begins with sifting together gram flour and maida in a large vessel and roasting them in plenty of ghee. Then, a syrup made with sugar, milk and water is added to the flour mixture, which is then beaten and moved around aggressively between 3-4 people until the sweet gets the flaky texture that we all know and love! Order a box to experience ghee papidi like never before!
                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Gram flour (besan), Maida, Sugar, Ghee</li>
                                </ul>
                    </div>",Vellanki Foods,,,"GN: Papdi, HSN:21069099, Sweets, Indian Sweets",TRUE,Size,250gms,,,,,vellanki-ghee-papidi-0,250,,17,deny,manual,7,9,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Ginne_Papidi-720x400.jpg?v=1663793930,1,,FALSE,Buy Vellanki Foods Ghee Papidi Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Ginne_Papidi-720x400_d7840610-e990-40ec-84ea-48bcf8bbca69.jpg?v=1672859336,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,8,TRUE,201,,TRUE,7,9,active
vellanki-ghee-papidi,,,,,,,,,500gms,,,,,vellanki-ghee-papidi-1,500,,0,deny,manual,13.5,14,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Ginne_Papidi-720x400_9cff9d7e-0e1f-4fd6-b7e3-af4f23a6d080.jpg?v=1663890749,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Ginne_Papidi-720x400_d7840610-e990-40ec-84ea-48bcf8bbca69.jpg?v=1672859336,g,,,,,,,,,,,11,11.5,,404,,,12,13,
vellanki-ghee-papidi,,,,,,,,,1 Kg,,,,,vellanki-ghee-papidi-2,1000,,0,deny,manual,25,26,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Ginne_Papidi-720x400_26864881-a3aa-4473-bc6a-9f58b2dbc325.jpg?v=1664345417,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Ginne_Papidi-720x400_d7840610-e990-40ec-84ea-48bcf8bbca69.jpg?v=1672859336,g,,,,,,,,,,,22,22,,801,,,24,24,
vellanki-ghee-papidi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Ginne_Papidi-720x400_d7840610-e990-40ec-84ea-48bcf8bbca69.jpg?v=1672859336,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-kaju-fruits,Kaju Fruits,"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                
Children are attracted to bright colours and beautiful shapes. That’s why, Vellanki Foods brings to the table a whole range of Kaju Fruits that look like miniature apples, strawberries, mangoes and custard apples.


Is your child eating too much chocolate? Gift them a box of Kaju Fruits from Vellanki Foods and watch them gobble up some nutty nutrition! Don’t worry - we use only safe food colouring! At Vellanki Foods, there is something for everyone! And this one is meant for all the children and also for the child in you!

                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Ingredients</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",TRUE,Size,250gms,,,,,vellanki-kaju-fruits-0,250,,17,deny,manual,10,12.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Fruits-_1_-720x400.jpg?v=1663793915,1,,FALSE,Buy Vellanki Foods Kaju Fruits Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Fruits-_1_-720x400_ffdd4cc4-ad8b-4b41-bbac-8bd91bc9c6f5.jpg?v=1672859270,g,,,TRUE,TRUE,,,TRUE,,,TRUE,8.5,11,TRUE,440,,TRUE,10.5,12,active
vellanki-kaju-fruits,,,,,,,,,500gms,,,,,vellanki-kaju-fruits-1,500,,-1,deny,manual,20,21,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Fruits-_2_-720x400.jpg?v=1663793915,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Fruits-_1_-720x400_ffdd4cc4-ad8b-4b41-bbac-8bd91bc9c6f5.jpg?v=1672859270,g,,,,,,,,,,,16.5,17.5,,882,,,18.5,20,
vellanki-kaju-fruits,,,,,,,,,1 Kg,,,,,vellanki-kaju-fruits-2,1000,,0,deny,manual,38,39.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Fruits-_1_-720x400_7f0d94f8-5762-4547-986f-7d8510aeb710.jpg?v=1663890705,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Fruits-_1_-720x400_ffdd4cc4-ad8b-4b41-bbac-8bd91bc9c6f5.jpg?v=1672859270,g,,,,,,,,,,,33,34.5,,1758,,,37,37.5,
vellanki-kaju-fruits,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Kaju_Fruits-_1_-720x400_ffdd4cc4-ad8b-4b41-bbac-8bd91bc9c6f5.jpg?v=1672859270,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-gift-bags,Gift Bags,,Vellanki Foods,,,,FALSE,Title,Default Title,,,,,vellanki-gift-bags-0,0,,0,deny,manual,3.5,8,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/placeholder-300x170_370x_64f937de-4501-4b12-b969-7d88d5f091ab.png?v=1663794089,1,,FALSE,Buy Vellanki Foods Gift Bags Online | Cherrypick,,,,,,,,,TRUE,,,,,,,g,,,TRUE,TRUE,,,TRUE,,,TRUE,2.5,6,TRUE,70,,TRUE,5.5,6.5,draft
vellanki-curry-leaves-powderstraight-from-our-farms,Curry Leaves Powder(Straight from our Farms),"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                This plain curry leaves powder comes from Curry Leaves grown in our own farms. A little bit of this in all your curries, will give your curries extra taste and goodness of curry leaves.
This is a complete farm2fork product.
Ingredients        -  
Curry leaves
Shelf Life           -   3 Months
USA Shipping   -    Yes
                                </p>
                        
                    </div>",Vellanki Foods,,,"chilli powder, HSN:21069099",FALSE,Size,250gms,,,,,vellanki-curry-leaves-powder(straight-from-our-farms)-0,250,,15,deny,manual,6.5,8.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/VU0B4129-720x400_cbfddb41-f2a1-46ac-b657-e3efcc483339.jpg?v=1663794037,1,,FALSE,Buy Vellanki Foods Curry Leaves Powder(Straight from our Farms) Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/VU0B4129-720x400_da4290be-25df-4933-b44b-126a1dad051e.jpg?v=1672859173,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,7.5,TRUE,165,,TRUE,6.5,8.5,draft
vellanki-curry-leaves-powderstraight-from-our-farms,,,,,,,,,500gms,,,,,vellanki-curry-leaves-powder(straight-from-our-farms)-1,500,,0,deny,manual,12.5,13,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/VU0B4129-720x400_4a1b14ae-b8fd-4947-a4e9-aa50bd810a3b.jpg?v=1663890824,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/VU0B4129-720x400_da4290be-25df-4933-b44b-126a1dad051e.jpg?v=1672859173,g,,,,,,,,,,,10,10.5,,331,,,11,12,
vellanki-curry-leaves-powderstraight-from-our-farms,,,,,,,,,1 Kg,,,,,vellanki-curry-leaves-powder(straight-from-our-farms)-2,1000,,0,deny,manual,23.5,24,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/VU0B4129-720x400_3e78e54e-7701-4df5-b489-d4000d2b3f80.jpg?v=1664345644,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/VU0B4129-720x400_da4290be-25df-4933-b44b-126a1dad051e.jpg?v=1672859173,g,,,,,,,,,,,20,20.5,,655,,,22,22,
vellanki-curry-leaves-powderstraight-from-our-farms,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/VU0B4129-720x400_da4290be-25df-4933-b44b-126a1dad051e.jpg?v=1672859173,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vellanki-gondh-laddu-su-free,Gondh Laddu (Su.Free),"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                Gondh Laddu (Su.Free) Min 3Kgs Order
                                </p>
                        
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",FALSE,Title,Default Title,,,,,vellanki-gondh-laddu-(su.free)-0,1000,,0,deny,manual,28.5,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Gondh_Laddu-720x400_53ff2cad-a366-4e6d-abd3-486757f8f3d7.jpg?v=1663799378,1,,FALSE,Buy Vellanki Foods Gondh Laddu (Su.Free) Online | Cherrypick,,,,,,,,,TRUE,,,,,,,g,,,TRUE,TRUE,,,TRUE,,,TRUE,24.5,,TRUE,967,,TRUE,26.5,,draft
vellanki-bellam-boondi-laddu-hard,Bellam Boondi Laddu (Hard),"<div>
                        <h4>DESCRIPTION</h4>
                                <p>
                                Named after the Hindi word for drop, ""boondh"", Boondi Laddus are made from little drops of golden fried besan, or boondi. Full of flavour and rich with the ghee the boondi are fried in, Boondi Ladoos are packed with dry fruits... mainly cashew and raisins (kaju-kismis). This traditional sweet is an integral part of all major Indian festivals, and is even offered as Tirupati prasadam these days! Vellanki Foods' Boondi Laddus are healthier and last longer, being prepared with bellam (jaggery). So why not try them out today?
                                </p>
                        <h4>INGREDIENTS</h4>
                                <ul>
                                  <li>Gram flour (Besan) , Jaggery, Sunflower oil.</li>
                                </ul>
                    </div>",Vellanki Foods,,,"HSN:21069099, Sweets, Indian Sweets",FALSE,Size,250gms,,,,,vellanki-bellam-boondi-laddu-(hard)-0,250,,-5,deny,manual,6.5,9,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/6_Bellam_Boondi_Laddu-_2_-720x400_9acdc287-d3fb-41bb-9cb2-a4156ace5f4c.jpg?v=1663793863,1,,FALSE,Buy Vellanki Foods Bellam Boondi Laddu (Hard) Online | Cherrypick,,,,,,,,,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/6_Bellam_Boondi_Laddu-_2_-720x400_68f10f35-a280-4b62-b91f-79daf0391983.jpg?v=1672859501,g,,,TRUE,TRUE,,,TRUE,,,TRUE,5.5,8,TRUE,186,,TRUE,7,8.5,active
vellanki-bellam-boondi-laddu-hard,,,,,,,,,500gms,,,,,vellanki-bellam-boondi-laddu-(hard)-1,500,,-1,deny,manual,13,13.5,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/6_Bellam_Boondi_Laddu-_2_-720x400_12d9b0bf-5320-4959-9451-9f2eba8efaa5.jpg?v=1663890618,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/6_Bellam_Boondi_Laddu-_2_-720x400_68f10f35-a280-4b62-b91f-79daf0391983.jpg?v=1672859501,g,,,,,,,,,,,10.5,11.5,,372,,,11.5,12.5,
vellanki-bellam-boondi-laddu-hard,,,,,,,,,1 Kg,,,,,vellanki-bellam-boondi-laddu-(hard)-2,1000,,0,deny,manual,24.5,25,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/6_Bellam_Boondi_Laddu-_2_-720x400.jpg?v=1664345609,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/6_Bellam_Boondi_Laddu-_2_-720x400_68f10f35-a280-4b62-b91f-79daf0391983.jpg?v=1672859501,g,,,,,,,,,,,21,21.5,,738,,,23,23.5,
vellanki-bellam-boondi-laddu-hard,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/6_Bellam_Boondi_Laddu-_2_-720x400_68f10f35-a280-4b62-b91f-79daf0391983.jpg?v=1672859501,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rakhi-assorted-sweets-gift-box,Rakhi + Assorted Sweets Gift Box,"<strong><meta charset=""utf-8""></strong>
<p data-mce-fragment=""1"" itemprop=""description""><meta charset=""utf-8""><meta charset=""utf-8"">The perfect gift for your sibling - premium assorted sweets and a lovely Rakhi! Surprise your sibling this Rakhi Festival with a Rakhi and sweets from Vellanki Foods.</p>
<p data-mce-fragment=""1"" itemprop=""description""> </p>
<p> <meta charset=""utf-8""><em data-mce-fragment=""1"">Note</em>: <meta charset=""utf-8"">Due to the seasonal nature and high demand of the product, your rakhi gift box may not be shipped on the same day of the order. You’ll receive your order in 3-5 business days from the actual shipment date.</p>
<p><span data-mce-fragment=""1""><em>Disclaimer</em>: Rakhi pictures shown are for illustration purpose only. Actual Rakhi may vary from the image.  </span></p>
<p> </p>
<strong></strong>",Vellanki Foods,,,"GN:Sweets, Indian Sweets, HSN:21069099, Rakhi Gifts",FALSE,Size,250gms,,,,,vellanki-rakhi-assorted-sweets-0,250,,0,deny,manual,15,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/Assortedsweetswithrakhi-720x400_e816b0a4-c6d7-4a7d-bf69-71c516c8f765.jpg?v=1659509006,1,,FALSE,Buy Vellanki Foods Rakhi + Assorted Sweets Gift Box Online | Cherrypick,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,draft
rakhi-assorted-sweets-gift-box,,,,,,,,,500gms,,,,,vellanki-rakhi-assorted-sweets-1,250,,0,deny,manual,21,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,
rakhi-kaju-barfi-gift-box,Rakhi + Kaju Barfi Gift Box,"<strong><meta charset=""utf-8""></strong>
<p data-mce-fragment=""1"" itemprop=""description""><meta charset=""utf-8""><meta charset=""utf-8"">The perfect gift for your sibling - Kaju Barfi and a lovely Rakhi! Surprise your sibling this Rakhi Festival with a Rakhi and sweets from Vellanki Foods.</p>
<p data-mce-fragment=""1"" itemprop=""description""> </p>
<p> <meta charset=""utf-8""><em data-mce-fragment=""1"">Note</em>: <meta charset=""utf-8"">Due to the seasonal nature and high demand of the product, your rakhi gift box may not be shipped on the same day of the order. <meta charset=""utf-8""><span data-mce-fragment=""1"">You’ll receive your order in 3-5 business days from the actual shipment date.</span></p>
<p><span data-mce-fragment=""1""><em>Disclaimer</em>: Rakhi pictures shown are for illustration purpose only. Actual Rakhi may vary from the image.  </span></p>
<p> </p>
<strong></strong>",Vellanki Foods,,,"GN:Sweets, Indian Sweets, HSN:21069099, Rakhi Gifts",FALSE,Size,250gms,,,,,vellanki-rakhi-kajubarfi-0,250,,0,deny,manual,16,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/kajuburfi-720x400.jpg?v=1659508903,1,,FALSE,Buy Vellanki Foods Rakhi + Kaju Barfi Gift Box Online | Cherrypick,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,draft
rakhi-kaju-barfi-gift-box,,,,,,,,,500gms,,,,,vellanki-rakhi-kajubarfi-1,250,,0,deny,manual,22,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,
rakhi-assorted-dry-fruit-sweets-gift-box,Rakhi + Assorted Dry Fruit Sweets Gift Box,"<strong><meta charset=""utf-8""></strong>
<p data-mce-fragment=""1"" itemprop=""description""><meta charset=""utf-8""><meta charset=""utf-8"">The perfect gift for your sibling - assorted dry fruit sweets and a lovely Rakhi! Surprise your sibling this Rakhi Festival with a Rakhi and sweets from Vellanki Foods.</p>
<p data-mce-fragment=""1"" itemprop=""description""> </p>
<p> <meta charset=""utf-8""><em data-mce-fragment=""1"">Note</em>: <meta charset=""utf-8"">Due to the seasonal nature and high demand of the product, your rakhi gift box may not be shipped on the same day of the order and you’ll receive in 3-5 business days from the actual shipping date.</p>
<p><span data-mce-fragment=""1""><em>Disclaimer</em>: Rakhi pictures shown are for illustration purpose only. Actual Rakhi may vary from the image.  </span></p>
<p> </p>
<strong></strong>",Vellanki Foods,,,"GN:Sweets, Indian Sweets, HSN:21069099, Rakhi Gifts",FALSE,Size,250gms,,,,,Rakhi-assorted-dry-fruit-0,250,,20,deny,manual,15,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/AssortedDryFruitSweets-720x400.jpg?v=1659509221,1,,FALSE,Buy Vellanki Foods Rakhi + Assorted Dry Fruit Sweets Gift Box Online | Cherrypick,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,draft
rakhi-assorted-dry-fruit-sweets-gift-box,,,,,,,,,500gms,,,,,Rakhi-assorted-dry-fruit-1,250,,0,deny,manual,21,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,g,,,,,,,,,,,,,,,,,,,
rakhi-mothichoor-laddu-combo,Rakhi + Mothichoor Laddu Combo,"<strong><meta charset=""utf-8""></strong>
<p data-mce-fragment=""1"" itemprop=""description""><meta charset=""utf-8""><meta charset=""utf-8"">The perfect gift for your sibling - Motichoor Laddu and a lovely Rakhi! Surprise your sibling this Rakhi Festival with a Rakhi and sweets from Vellanki Foods.</p>
<p data-mce-fragment=""1"" itemprop=""description""> </p>
<p> <meta charset=""utf-8""><em data-mce-fragment=""1"">Note</em>: <meta charset=""utf-8"">Due to the seasonal nature and high demand of the product, your rakhi gift box may not be shipped on the same day of the order and you’ll receive in 3-5 business days from the actual shipping date.</p>
<p><span data-mce-fragment=""1""><em>Disclaimer</em>: Rakhi pictures shown are for illustration purpose only. Actual Rakhi may vary from the image.  </span></p>
<strong></strong>",Vellanki Foods,,,"GN:Sweets, Indian Sweets, HSN:21069099, Rakhi Gifts",FALSE,Size,250gms,,,,,vellanki-rakhi-motichoor-1,250,,20,deny,manual,12,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0568/6267/1023/products/MothichoorwithRakhi-720x400.jpg?v=1659507922,1,,FALSE,Buy Vellanki Foods Rakhi + Mothichoor Laddu Combo Online | Cherrypick,,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,TRUE,,,TRUE,,,TRUE,,,TRUE,,,draft
